matches,input.affiliation
"[{'institutes': [{'institute': {'id': 'grid.170693.a', 'name': 'University of South Florida', 'city': 'Tampa', 'state': 'Florida', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4174757, 'name': 'Tampa'}], 'states': [{'geonames_id': 4155751, 'name': 'Florida', 'code': 'US-FL'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'University of South Florida'}]",University of South Florida
"[{'institutes': [{'institute': {'id': 'grid.1023.0', 'name': 'Central Queensland University', 'city': 'Rockhampton', 'state': 'Queensland', 'country': 'Australia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2151437, 'name': 'Rockhampton'}], 'states': [{'geonames_id': 2152274, 'name': 'Queensland', 'code': 'AU-QLD'}], 'countries': [{'geonames_id': 2077456, 'name': 'Australia', 'code': 'AU'}]}, 'affiliation_part': 'Central Queensland University'}]",Central Queensland University
"[{'institutes': [{'institute': {'id': 'grid.30055.33', 'name': 'Dalian University of Technology', 'city': 'Dalian', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1814087, 'name': 'Dalian'}], 'states': [{'geonames_id': 2036115, 'name': 'Liaoning', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'Dalian University of Technology'}]",Dalian University of Technology
"[{'institutes': [{'institute': {'id': 'grid.411545.0', 'name': 'Jeonbuk National University', 'city': 'Jeonju', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1845457, 'name': 'Jeonju'}], 'states': [{'geonames_id': 1845789, 'name': 'Jeollabuk-do', 'code': None}], 'countries': [{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]}, 'affiliation_part': 'Jeonbuk National University'}]",Jeonbuk National University
"[{'institutes': [{'institute': {'id': 'grid.9707.9', 'name': 'Kanazawa University', 'city': 'Kanazawa', 'state': None, 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1860243, 'name': 'Kanazawa'}], 'states': [{'geonames_id': 1861387, 'name': 'Ishikawa', 'code': None}], 'countries': [{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]}, 'affiliation_part': 'Kanazawa University'}]",Kanazawa University
"[{'institutes': [{'institute': {'id': 'grid.171588.2', 'name': 'Kazakh National Agrarian University', 'city': 'Almaty', 'state': None, 'country': 'Kazakhstan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1526384, 'name': 'Almaty'}], 'states': [{'geonames_id': 1526395, 'name': 'Almaty', 'code': None}], 'countries': [{'geonames_id': 1522867, 'name': 'Kazakhstan', 'code': 'KZ'}]}, 'affiliation_part': 'Kazakh National Agrarian University'}]",Kazakh National Agrarian University
"[{'institutes': [{'institute': {'id': 'grid.10979.36', 'name': 'Palacký University, Olomouc', 'city': 'Olomouc', 'state': None, 'country': 'Czechia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 3069011, 'name': 'Olomouc'}], 'states': [{'geonames_id': 3339542, 'name': 'Olomoucky', 'code': None}], 'countries': [{'geonames_id': 3077311, 'name': 'Czechia', 'code': 'CZ'}]}, 'affiliation_part': 'Palacký University in Olomouc'}]",Palacký University in Olomouc
"[{'institutes': [{'institute': {'id': 'grid.79011.3e', 'name': 'Samara National Research University', 'city': 'Samara', 'state': None, 'country': 'Russia'}, 'metadata': {'requires_manual_review': True}}], 'geo': {'cities': [{'geonames_id': 499099, 'name': 'Samara'}], 'states': [{'geonames_id': 499068, 'name': 'Samara Oblast', 'code': None}], 'countries': [{'geonames_id': 2017370, 'name': 'Russia', 'code': 'RU'}]}, 'affiliation_part': 'Samara National Research University (Samara University)'}]",Samara National Research University (Samara University)
"[{'institutes': [{'institute': {'id': 'grid.182798.d', 'name': 'Southern Federal University', 'city': 'Rostov-on-Don', 'state': None, 'country': 'Russia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 501175, 'name': 'Rostov-na-Donu'}], 'states': [{'geonames_id': 501165, 'name': 'Rostov', 'code': None}], 'countries': [{'geonames_id': 2017370, 'name': 'Russia', 'code': 'RU'}]}, 'affiliation_part': 'Southern Federal University'}]",Southern Federal University
"[{'institutes': [{'institute': {'id': 'grid.5338.d', 'name': 'University of Valencia', 'city': 'Valencia', 'state': None, 'country': 'Spain'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2509954, 'name': 'Valencia'}], 'states': [{'geonames_id': 2593113, 'name': 'Valencia', 'code': None}], 'countries': [{'geonames_id': 2510769, 'name': 'Spain', 'code': 'ES'}]}, 'affiliation_part': 'Universitat de Valencia'}]",Universitat de Valencia
"[{'institutes': [{'institute': {'id': 'grid.10328.38', 'name': 'University of Minho', 'city': 'Braga', 'state': None, 'country': 'Portugal'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2742032, 'name': 'Braga'}], 'states': [{'geonames_id': 2742031, 'name': 'Braga', 'code': None}], 'countries': [{'geonames_id': 2264397, 'name': 'Portugal', 'code': 'PT'}]}, 'affiliation_part': 'University of Minho'}]",University of Minho
"[{'institutes': [{'institute': {'id': 'grid.46072.37', 'name': 'University of Tehran', 'city': 'Tehran', 'state': None, 'country': 'Iran'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 112931, 'name': 'Tehran'}], 'states': [{'geonames_id': 110791, 'name': 'Tehran', 'code': None}], 'countries': [{'geonames_id': 130758, 'name': 'Iran', 'code': 'IR'}]}, 'affiliation_part': 'University of Tehran'}]",University of Tehran
"[{'institutes': [{'institute': {'id': 'grid.444482.a', 'name': 'American University in Dubai', 'city': 'Dubai', 'state': None, 'country': 'United Arab Emirates'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 292223, 'name': 'Dubai'}], 'states': [{'geonames_id': 292224, 'name': 'Dubai', 'code': None}], 'countries': [{'geonames_id': 290557, 'name': 'United Arab Emirates', 'code': 'AE'}]}, 'affiliation_part': 'American University in Dubai'}]",American University in Dubai
"[{'institutes': [{'institute': {'id': 'grid.443223.0', 'name': 'Ateneo de Manila University', 'city': 'Quezon City', 'state': None, 'country': 'Philippines'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1692192, 'name': 'Quezon City'}], 'states': [{'geonames_id': 7521311, 'name': 'Metro Manila', 'code': None}], 'countries': [{'geonames_id': 1694008, 'name': 'Philippines', 'code': 'PH'}]}, 'affiliation_part': 'Ateneo de Manila University'}]",Ateneo de Manila University
"[{'institutes': [{'institute': {'id': 'grid.7362.0', 'name': 'Bangor University', 'city': 'Bangor', 'state': 'Gwynedd', 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2656397, 'name': 'Bangor'}], 'states': [{'geonames_id': 2634895, 'name': 'Wales', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'Bangor University'}]",Bangor University
"[{'institutes': [{'institute': {'id': 'grid.34428.39', 'name': 'Carleton University', 'city': 'Ottawa', 'state': 'Ontario', 'country': 'Canada'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 6094817, 'name': 'Ottawa'}], 'states': [{'geonames_id': 6093943, 'name': 'Ontario', 'code': 'CA-ON'}], 'countries': [{'geonames_id': 6251999, 'name': 'Canada', 'code': 'CA'}]}, 'affiliation_part': 'Carleton University'}]",Carleton University
"[{'institutes': [{'institute': {'id': 'grid.7132.7', 'name': 'Chiang Mai University', 'city': 'Chiang Mai', 'state': 'Chiang Mai', 'country': 'Thailand'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1153671, 'name': 'Chiang Mai'}], 'states': [{'geonames_id': 1153670, 'name': 'Chiang Mai', 'code': None}], 'countries': [{'geonames_id': 1605651, 'name': 'Thailand', 'code': 'TH'}]}, 'affiliation_part': 'Chiang Mai University'}]",Chiang Mai University
"[{'institutes': [{'institute': {'id': 'grid.166341.7', 'name': 'Drexel University', 'city': 'Philadelphia', 'state': 'Pennsylvania', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4560349, 'name': 'Philadelphia'}], 'states': [{'geonames_id': 6254927, 'name': 'Pennsylvania', 'code': 'US-PA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'Drexel University'}]",Drexel University
"[{'institutes': [{'institute': {'id': 'grid.28056.39', 'name': 'East China University of Science and Technology', 'city': 'Shanghai', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1796236, 'name': 'Shanghai'}], 'states': [{'geonames_id': 1796231, 'name': 'Shanghai', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'East China University of Science and Technology'}]",East China University of Science and Technology
"[{'institutes': [{'institute': {'id': 'grid.5591.8', 'name': 'Eötvös Loránd University', 'city': 'Budapest', 'state': 'Pest', 'country': 'Hungary'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 3054643, 'name': 'Budapest'}], 'states': [{'geonames_id': 3054638, 'name': 'Budapest', 'code': None}], 'countries': [{'geonames_id': 719819, 'name': 'Hungary', 'code': 'HU'}]}, 'affiliation_part': 'Eotvos Lorand University'}]",Eotvos Lorand University
"[{'institutes': [{'institute': {'id': 'grid.256342.4', 'name': 'Gifu University', 'city': 'Gifu City', 'state': None, 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1863641, 'name': 'Gifu-shi'}], 'states': [{'geonames_id': 1863640, 'name': 'Gifu', 'code': None}], 'countries': [{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]}, 'affiliation_part': 'Gifu University'}]",Gifu University
"[{'institutes': [{'institute': {'id': 'grid.444434.7', 'name': 'Holy Spirit University of Kaslik', 'city': 'Beirut', 'state': None, 'country': 'Lebanon'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 276781, 'name': 'Beirut'}], 'states': [{'geonames_id': 276780, 'name': 'Beyrouth', 'code': None}], 'countries': [{'geonames_id': 272103, 'name': 'Lebanon', 'code': 'LB'}]}, 'affiliation_part': 'Holy Spirit University of Kaslik'}]",Holy Spirit University of Kaslik
"[{'institutes': [{'institute': {'id': 'grid.67293.39', 'name': 'Hunan University', 'city': 'Changsha', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1815577, 'name': 'Changsha'}], 'states': [{'geonames_id': 1806691, 'name': 'Hunan', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'Hunan University'}]",Hunan University
"[{'institutes': [{'institute': {'id': 'grid.459612.d', 'name': 'Indian Institute of Technology Hyderabad', 'city': 'Sangāreddi', 'state': None, 'country': 'India'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1257431, 'name': 'Sangareddi'}], 'states': [{'geonames_id': 1254788, 'name': 'Telangana', 'code': None}], 'countries': [{'geonames_id': 1269750, 'name': 'India', 'code': 'IN'}]}, 'affiliation_part': 'Indian Institute of Technology Hyderabad'}]",Indian Institute of Technology Hyderabad
"[{'institutes': [{'institute': {'id': 'grid.441574.7', 'name': 'Buenos Aires Institute of Technology', 'city': 'Buenos Aires', 'state': None, 'country': 'Argentina'}, 'metadata': {'requires_manual_review': True}}], 'geo': {'cities': [{'geonames_id': 3435910, 'name': 'Buenos Aires'}], 'states': [{'geonames_id': 3433955, 'name': 'Buenos Aires F.D.', 'code': None}], 'countries': [{'geonames_id': 3865483, 'name': 'Argentina', 'code': 'AR'}]}, 'affiliation_part': 'Instituto Tecnológico de Buenos Aires (ITBA)'}]",Instituto Tecnológico de Buenos Aires (ITBA)
"[{'institutes': [{'institute': {'id': 'grid.440422.4', 'name': 'International Islamic University Malaysia', 'city': 'Kuala Lumpur', 'state': None, 'country': 'Malaysia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1735161, 'name': 'Kuala Lumpur'}], 'states': [{'geonames_id': 1733046, 'name': 'Kuala Lumpur', 'code': None}], 'countries': [{'geonames_id': 1733045, 'name': 'Malaysia', 'code': 'MY'}]}, 'affiliation_part': 'International Islamic University Malaysia (IIUM)'}]",International Islamic University Malaysia (IIUM)
"[{'institutes': [{'institute': {'id': 'grid.411748.f', 'name': 'Iran University of Science and Technology', 'city': 'Tehran', 'state': None, 'country': 'Iran'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 112931, 'name': 'Tehran'}], 'states': [{'geonames_id': 110791, 'name': 'Tehran', 'code': None}], 'countries': [{'geonames_id': 130758, 'name': 'Iran', 'code': 'IR'}]}, 'affiliation_part': 'Iran University of Science and Technology'}]",Iran University of Science and Technology
"[{'institutes': [{'institute': {'id': 'grid.26193.3f', 'name': 'Tbilisi State University', 'city': 'Tbilisi', 'state': 'Tbilisi', 'country': 'Georgia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 611717, 'name': 'Tbilisi'}], 'states': [{'geonames_id': 611716, 'name': ""T'bilisi"", 'code': None}], 'countries': [{'geonames_id': 614540, 'name': 'Georgia', 'code': 'GE'}]}, 'affiliation_part': 'Ivane Javakhishvili Tbilisi State University'}]",Ivane Javakhishvili Tbilisi State University
"[{'institutes': [{'institute': {'id': 'grid.258164.c', 'name': 'Jinan University', 'city': 'Guangzhou', 'state': 'Guangdong', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1809858, 'name': 'Guangzhou'}], 'states': [{'geonames_id': 1809935, 'name': 'Guangdong', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'Jinan University (China)'}]",Jinan University (China)
"[{'institutes': [{'institute': {'id': 'grid.443468.9', 'name': 'Abai Kazakh National Pedagogical University', 'city': 'Almaty', 'state': None, 'country': 'Kazakhstan'}, 'metadata': {'requires_manual_review': True}}], 'geo': {'cities': [{'geonames_id': 1526384, 'name': 'Almaty'}], 'states': [{'geonames_id': 1526395, 'name': 'Almaty', 'code': None}], 'countries': [{'geonames_id': 1522867, 'name': 'Kazakhstan', 'code': 'KZ'}]}, 'affiliation_part': 'Kazakh National Pedagogical University Abai'}]",Kazakh National Pedagogical University Abai
"[{'institutes': [{'institute': {'id': 'grid.412144.6', 'name': 'King Khalid University', 'city': 'Abhā', 'state': None, 'country': 'Saudi Arabia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 110690, 'name': 'Abha'}], 'states': [{'geonames_id': 108179, 'name': ""'Asir"", 'code': None}], 'countries': [{'geonames_id': 102358, 'name': 'Saudi Arabia', 'code': 'SA'}]}, 'affiliation_part': 'King Khalid University'}]",King Khalid University
"[{'institutes': [{'institute': {'id': 'grid.34988.3e', 'name': 'Free University of Bozen-Bolzano', 'city': 'Bolzano', 'state': None, 'country': 'Italy'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 3181913, 'name': 'Bolzano'}], 'states': [{'geonames_id': 3165244, 'name': 'Trentino-Alto Adige', 'code': None}], 'countries': [{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]}, 'affiliation_part': ""Libera Universita' di Bolzano""}]",Libera Universita' di Bolzano
"[{'institutes': [{'institute': {'id': 'grid.28171.3d', 'name': 'N. I. Lobachevsky State University of Nizhny Novgorod', 'city': 'Nizhny Novgorod', 'state': None, 'country': 'Russia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 520555, 'name': 'Nizhniy Novgorod'}], 'states': [{'geonames_id': 559838, 'name': 'Nizhny Novgorod Oblast', 'code': None}], 'countries': [{'geonames_id': 2017370, 'name': 'Russia', 'code': 'RU'}]}, 'affiliation_part': 'Lobachevsky State University of Nizhni Novgorod'}]",Lobachevsky State University of Nizhni Novgorod
"[{'institutes': [{'institute': {'id': 'grid.259979.9', 'name': 'Michigan Technological University', 'city': 'Houghton', 'state': 'Michigan', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4996572, 'name': 'Houghton'}], 'states': [{'geonames_id': 5001836, 'name': 'Michigan', 'code': 'US-MI'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'Michigan Technological University'}]",Michigan Technological University
